Sentences,Predicted Tags,Annotated by: Annotator 1,Annotated by: Annotator 2,Annotated by: Annotator 3
"Sir zara cap le le ke video daaliye na, purane dekhu ya naye, samajh nahi aa raha hai.","Sir zara cap le ke video daaliye na, purane dekho ya naye, samajh nahi aa raha hai.","Sir zara cap le ke video daaliye na, purane dekho ya naye, samajh nahi aa raha hai.","Sir, zara cap le le ke video daaliye na, purane dekhu ya naye, samajh nahi aa raha hai.","Sir zara cap le ke video daaliye na, purane dekho ya naye, samajh nahi aa raha hai."
"Love from West Bengal Alipurduar, Modi ji finally aap hamare yaha aaye the. Pura Alipurduar ke log dhanyaneya ho gaye hain, koti koti pranam sir ji.","Love from West Bengal Alipurduar, Modi ji finally aap hamare yahan aaye the. Pura Alipurduar ke log dhanyavaad ho gaye hain, koti koti pranam sir ji.","Love from West Bengal Alipurduar, Modi ji finally aap hamare yahan aaye the. Pura Alipurduar ke log dhanyavaad ho gaye hain, koti koti pranam sir ji.","Love from West Bengal Alipurduar, Modi ji finally aap hamare yaha aaye the. Pura Alipurduar ke log dhanyavad ho gaye hain, koti koti pranam sir ji.","Love from West Bengal Alipurduar, Modi ji finally aap hamare yahan aaye the pura Alipurduar ke log dhanyavaad ho gaye hai koti koti pranam sir ji."
"Kya inka plane Patna airport me utra hoga? Nahi, kyuki terminal new hai, but runway small hai.","Kya inka plane Patna airport mein utrega? Nahi, kyunki terminal new hai, but runway small hai.","Kya inka plane Patna airport mein utrega? Nahi, kyunki terminal new hai, but runway small hai.","Kya inka plane Patna airport me utra hoga? Nahi, kyuki terminal new hai, but runway small hai.","Kya inka plane Patna airport mein utrega? Nahi, kyunki terminal new hai, but runway small hai."
"Happy Birthday to you, Manniy Prime Minister Sree Modi Ji. Aap Mata Rani ki kripa se dirghayu ho.","Happy Birthday to you, Manniy Prime Minister Sri Modi Ji. Aap Mata Rani ki kripa se dirghayu ho.","Happy Birthday to you, Manniye prime minister Shri Modi Ji. Aap Mata Rani ki kripa se dirghayu ho.","Happy Birthday to you, Manniy Prime Minister Sri Modi Ji. Aap Mata Rani ki kripa se dirghayu ho.","Happy Birthday to you, Mananiya Prime Minister Shri Modi Ji aap Mata Rani ki kripa se dirghayu ho."
Bache hue chaval se matlab cooked rice ya uncooked sir thoda confused hoon please clear confusion,"Bache hue chawal se matlab cooked rice ya uncooked, sir, thoda confused hoon, please clear the confusion.","Bache hue chawal se matlab cooked rice ya uncooked, sir, thoda confused hoon, please clear the confusion.","Bache hue chawal se matlab cooked rice ya uncooked, sir. Thoda confused hoon, please clear confusion.",Bache hue chawal se matlab cooked rice ya uncooked sir thoda confused hun please clear the confusion.
Ghar me koi mantri aa raha hai to ajinomoto bilkul na dale,Ghar mein koi mantri aa raha hai to ajinomoto bilkul na daale.,Ghar mein koi mantri aa raha hai toh ajinomoto bilkul na daale.,"Ghar mein koi mantri aa raha hai, to ajinomoto bilkul na dalein.",Ghar mein koi mantri aa raha hai to aji nomoto bilkul na daale.
Sir maine puri series sirfh isiliye dekhi hai ki aap hme Indian geography padhayenge,Sir maine puri series sirf isiliye dekhi hai ki aap hume Indian geography padhayenge,"Sir, maine puri series sirf isiliye dekhi hai ki aap hume Indian geography padhayenge.","Sir, maine puri series sirf isliye dekhi hai ki aap humein Indian geography padhayenge.",Sir maine puri series sirf isiliye dekhi hai ki aap hume Indian geography padhayenge.
Puskhar sir is video ko btadena sir English Samj Nahi pls sir,Pushkar sir is video ko bata dena sir English samajh nahi please sir,Pushkar sir is video ko bata dena sir English samajh nahi please sir.,"Pushkar sir, is video ko batadena sir. English samajh nahi, please sir.",Pushkar sir is video ko bata dena sir english samajh nahi please sir.
"Betya patrakar, aap bahut hi sacchi aur nek hain. Hum aapke program zarur dekhte hain. Please, isi tarah himmat se kaam karte rahiye.","Bhaiya patrakar, aap bahut hi sacchi aur nek hain. Hum aapke program zarur dekhte hain. Please, isi tarah himmat se kaam karte rahiye.","Bhaiya patrakar, aap bahut hi sacchi aur nek hain. Hum aapke program zarur dekhte hain. Please, isi tarah himmat se kaam karte rahiye.","Betya patrakar, aap bahut hi sacchi aur nek hain. Hum aapke program zarur dekhte hain. Please, isi tarah himmat se kaam karte rahiye.","Bhaiya patrakar, aap bahut hi sachi aur nek hai hum aapke program zarur dekhte hai please, isi tarah himmat se kaam karte rahiye."
"Isiliye main kehta hoon ki aapki reporting achchhi lagti hai, kyunki aap sacchai dikhati hain.","Isliye main kehta hoon ki aapki reporting acchi lagti hai, kyunki aap sachchai dikhate hain.","Isliye main kehta hoon ki aapki reporting acchi lagti hai, kyunki aap sachchai dikhate hain.","Isliye main kehta hoon ki aapki reporting acchi lagti hai, kyunki aap sachchai dikhati hain.","Isliye main kehta hu ki aapki reporting acchi lagti hai, kyunki aap sachhai dikhate hai."
"Sir, pehle toh maine aapko pehchana hi nahi; sir, aap beard mein zyada acche lagte ho.","Sir, pehle toh maine aapko pehchana hi nahi; Sir, aap beard mein zyada acche lagte ho.","Sir, pehle toh maine aapko pehchana hi nahi; Sir, aap beard mein zyada acche lagte ho.","Sir, pehle toh maine aapko pehchana hi nahi; sir, aap beard mein zyada acche lagte hain.","Sir, pehle toh maine aapko pehchana hi nahi sir, aap beard mein zyada ache lagte ho."
"Bhai teaching excellent hai, bus pen ki thickness jara Kumar karo to badia likh payoge and Hume dikhaega bhi Sahi","Bhai teaching excellent hai, bas pen ki thickness jara kam karo to badhiya likh paoge aur hume dikhayega bhi sahi","Bhai teaching excellent hai, bas pen ki thickness jara kam karo toh badhiya likh paoge aur humein dikhega bhi sahi.","Bhai, teaching excellent hai, bas pen ki thickness jara kam karo to badia likh paoge, aur hume dikhega bhi sahi.",Bhai teaching excellent hai bas pen ki thickness jara kam karo to badhiya likh paoge aur hume dikhayega bhi sahi.
Sap modi ke ke sath mila huwa hai lwrence bhi hindu walo,Sab Modi ke saath mila hua hai Lawrence bhi Hindu walo,"Sab Modi ke saath mila hua hai, Lawrence bhi Hindu walo.","Sab Modi ke sath mila hua hai, Lawrence bhi Hindu walo.",Sab modi ke saath mila hua hai Lawrence bhi hindu walo.
2014 से पहले भारत को कोई नही जनता था साहब के आने के बाद jannne लगे है हिंदु मुस्लिम के भाहर भी दुनिया है जो रोजगार मागती है इस पर भी वोट मांग लिया करो,2014 से पहले भारत को कोई नहीं जानता था साहब के आने के बाद janne लगे हैं हिंदू मुस्लिम के बाहर भी दुनिया है जो रोजगार मांगती है इस पर भी वोट ले लिया करो,2014 से पहले भारत को कोई नहीं जानता था साहब के आने के बाद janne लगे हैं हिंदू मुस्लिम के बाहर भी दुनिया है जो रोजगार मांगती है इस पर भी वोट ले लिया करो |,2014 से पहले भारत को कोई नहीं जानता था साहब के आने के बाद janne लगे हैं हिंदू मुस्लिम के बाहर भी दुनिया है जो रोजगार मांगती है इस पर भी वोट ले लिया करो.,2014 से पहले भारत को कोई नही जनता था साहब के आने के बाद jaanne लगे है हिंदु मुस्लिम के भाहर भी दुनिया है जो रोजगार मागती है इस पर भी वोट मांग लिया करो.
"Samne ke tubal se ek ne aapki aankhen chura li, aur panna last me daal rakha hai. Daal me kuchh kala hai, aur black ke baju me young dikhata hai.","Samne ke tubal se ek ne aapki aankhen chura li, aur panna last mein daal rakha hai. Daal mein kuchh kala hai, aur black ke baju mein young dikhata hai.","Samne ke tubal se ek ne aapki aankhen chura li, aur panna last mein daal rakha hai. Daal mein kuchh kala hai, aur black ke baju mein young dikhata hai.","Samne ke tube se ek ne aapki aankhen chura li, aur panna last me daal rakha hai. Daal me kuch kala hai, aur black ke bagal me young dikhata hai.","Samne ke tubal se ek ne aapki aankhen chura li, aur panna last mein daal rakha hai daal mein kuch kala hai, aur black ke baju mein young dikhata hai."
ishan bhai. please advice me which laptop should I buy. my basically business purpose k liye lena hai. kon sa brand and Kon sa configuration ka lena acha rahega. budget 40 k tak maximum.,ishan bhai. please advise me which laptop should I buy. my basically business purpose ke liye lena hai. kaun sa brand and kaun sa configuration ka lena acha rahega. budget 40k tak maximum.,Ishan bhai please advise me which laptop should I buy my basically business purpose ke liye lena hai kaun sa brand and kaun sa configuration ka lena acha rahega budget 40000 tak maximum.,Ishan bhai please advise me which laptop should I buy my basically business purpose ke liye lena hai kaun sa brand and kaun sa configuration ka lena acha rahega budget 40k tak maximum.,"Ishan bhai, please advise me which laptop I should buy. My laptop is basically for business purposes. Which brand and configuration would be best? My budget is 40k maximum."
"Garib bachche sarkari school me padhte hain; shiksha ke bare me koi baat nahi, koi sudhar nahi hai.","Garib bachche sarkari school mein padhte hain; shiksha ke baare mein koi baat nahi, koi sudhar nahi hai.","Garib bachche sarkari school mein padhte hain; shiksha ke baare mein koi baat nahi, koi sudhar nahi hai.","Garib bachche sarkari school me padhte hain; shiksha ke bare me koi baat nahi, koi sudhar nahi hai.","Garib bachhe sarkari school mein padhte hai shiksha ke baare mein koi baat nahi, koi sudhar nahi hai."
marketing isse kahate hai saap bhi maro aur laathi bhi na tute,marketing isse kahte hain saap bhi maro aur laathi bhi na tute,Marketing isse kahte hain saap bhi marein aur laathi bhi na toote.,Marketing isse kahate hai saap bhi maaro aur laathi bhi na tute.,marketing ise kahte hai saap bhi maro aur laathi bhi na tute.
Sahi sahi bolo Delhi ke students ki mot ho chuki h,Sahi sahi bolo Delhi ke students ki maut ho chuki hai,Sahi sahi bolo Delhi ke students ki maut ho chuki hai.,"Sahi sahi bolo, Delhi ke students ki mot ho chuki hai.",Sahi sahi bolo delhi ke students ki maut ho chuki hai.
Bouddh gaya vihar Bouddho ka hai ; unhe den hoga Namo buddhay,Buddh gaya vihar Buddho ka hai; unhe den hoga Namo Buddhay,Buddh Gaya Bihar Buddho ka hai; unhe den hoga Namo Buddhay.,"Bodh Gaya vihar Buddha ka hai, unhein dena hoga. Namo Buddhay.",Buddh gaya vihar buddho ka hai unhe den hoga namo buddhay.
Ese hi chalta raha to earth ka life-period khatam ho jayega,Aise hi chalta raha to earth ka life-period khatam ho jayega,Aise hi chalta raha toh earth ka life-period khatam ho jayega.,Aise hi chalta raha to earth ka life-period khatam ho jayega.,Aise hi chalta raha to earth ka life-period khatam ho jayega.
Jio mere Bharat ka sher; buri duniya me Bharat ka danka baja diya kya baat hai!,Jiyo mere Bharat ka sher; buri duniya mein Bharat ka danka baja diya kya baat hai!,Jiyo mere Bharat ka sher; puri duniya mein Bharat ka danka baja diya kya baat hai!,"Jio mere Bharat ka sher; buri duniya me Bharat ka danka baja diya, kya baat hai.",Jiyo mere Bharat ka sher buri duniya mein Bharat ka danka baja diya kya baat hai.
Jai Ho Modiji! Abu Dhabi ki zindagi ka maza liya. Company ka administration bahut accha aur sukhad tha. Shubhkamnayein!,Jai Ho Modiji! Abu Dhabi ki zindagi ka maza liya. Company ka administration bahut accha aur sukhad tha. Shubhkamnayein!,Jai ho Modi ji! Abu Dhabi ki zindagi ka maza liya. Company ka administration bahut accha aur sukhad tha. Shubhkamnayein!,Jai Ho Modiji! Abu Dhabi ki zindagi ka maza liya. Company ka administration bahut accha aur sukhad tha. Shubhkamnayein.,Jai Ho Modiji! Abu Dhabi ki zindagi ka maza liya company ka administration bahut acha aur sukhad tha. Shubhkamnayein!
"Raja dar raha hai, isliye press conference kar raha hai; joote bol rahe hain.","Raja darr raha hai, isliye press conference kar raha hai; jhoote bol rahe hain.","Raja darr raha hai, isliye press conference kar raha hai; jhoote bol rahe hain.","Raja dar raha hai, isliye press conference kar raha hai; joote bol rahe hain.","Raja dar raha hai, isliye press conference kar raha hai jhute bol rahe hai."
"Modi ji, ek baar Corona theek ho jaye to wapas old wali beard rakh lena; usmein aap sahi lagte ho.","Modi ji, ek baar Corona theek ho jaye to wapas old wali beard rakh lena; usmein aap sahi lagte hain.","Modi ji, ek baar Corona theek ho jaye toh wapas old wali beard rakh lena; usmein aap sahi lagte hain.","Modi ji, ek baar Corona theek ho jaye to wapas old wali beard rakh lena; usmein aap sahi lagte hain.","Modi ji, ek baar Corona thik ho jaye to wapas old wali beard rakh lena usmein aap sahi lagte hai."
Jh log jo bhis kr rhe hai 3.4 sal ke bad nokri ke liye bagege or kus nhi milega,Jab log jo bhis kar rahe hain 3-4 saal ke baad naukri ke liye bhagege aur kuch nahi milega,Jab log jo bhis kar rahe hain 3-4 saal ke baad naukri ke liye bhagege aur kuch nahi milega.,Jab log jo bhis kar rahe hai 3-4 saal ke baad naukri ke liye bhagege aur kuch nahi milega.,"Jh log jo bhi kar rahe hain, 3.4 saal ke baad naukri ke liye bhi nahi milega."
6:28 mera axis bank debit card ka option show nhi kr rha h credit card details maang rha h please help,6:28 mera Axis Bank debit card ka option show nahi kar raha hai. Credit card details maang raha hai. Please help,6:28 Mera Axis Bank debit card ka option show nahi kar raha hai. Credit card details maang raha hai. Please help.,6:28 mera axis bank debit card ka option show nahi kar raha hai credit card details maang raha hai please help.,"6:28, Mera Axis Bank debit card ka option show nahi kar raha hai. Credit card details maang raha hai, please help."
Modi taogayao chalo chai kr dukan meah 2024 meah modi ji wahe milna wala hai,Modi taogayao chalo chai kar dukan mein 2024 mein Modi ji waha milna wala hai,Modi taogayao chalo chai ke dukan mein 2024 mein Modi ji waha milna wala hai.,Modi taogayao chalo chai kar dukan me 2024 me Modi ji waha milna wala hai.,"Modi toh gaye, chalo chai karne dukan mein. 2024 mein Modi ji wahan milne wale hain."
Jay Jagannath. Modiji apko bisesh anurodh app Jagannath mahaprabhu se asirbad leke 2024 ki chunab prachar kare,Jay Jagannath. Modiji aapko vishesh anurodh aap Jagannath Mahaprabhu se ashirwad leke 2024 ki chunav prachar karen.,Jay Jagannath Modiji aapko vishesh anurodh aap Jagannath mahaprabhu se aashirwad leke 2024 ki chunav prachar karen.,Jay Jagannath Modi ji aapko vishesh anurodh aap Jagannath mahaprabhu se ashirwad leke 2024 ki chunav prachar kare.,"Jay Jagannath. Modiji, apko vishesh anurodh hai, aap Jagannath Mahaprabhu se ashirbad lekar 2024 ki chunav prachar karein."
Kon kon chata hai 2024 me modi ji aay Jai hind jai bharat Jai shree Ram,Kaun kaun chahta hai 2024 mein Modi ji aaye Jai Hind Jai Bharat Jai Shri Ram,Kaun kaun chahta hai 2024 mein Modi ji aaye Jai Hind Jai Bharat Jai Shri Ram.,Kaun kaun chahta hai 2024 mein Modi ji aaye Jai hind Jai Bharat Jai Shri Ram.,"Kon kon chahta hai 2024 me Modi ji aaaye. Jai Hind, Jai Bharat, Jai Shree Ram."
"1:33 ""humne Covid specific health infrastructure develop karne par zor lagaya"" ""Humne apne human resources Covid ko ladne ke liye train kiya"" U wot m8?","1:33 ""Humne Covid specific health infrastructure develop karne par zor lagaya."" ""Humne apne human resources Covid se ladne ke liye train kiya."" You what mate?","1:33 ""Humne Covid specific health infrastructure develop karne par zor lagaya."" ""Humne apne human resources Covid se ladne ke liye train kiya."" You what mate?",1:33 humne covid specific health infrastructure develop karne par zor lagaya humne apne human resources covid se ladne ke liye train kiya you what mate?,"1:33 ""humne Covid specific health infrastructure develop karne par zor lagaya"" ""Humne apne human resources Covid ko ladne ke liye train kiya"" U wot m8?"
